Rk|Coach|From|To|Last School|Yrs|G|W|L|T|Pct|BG|BW|BL|BT|BPct|Notes
11|Clark Jarnagin|1958|1959|West Texas A&M|2|20|2|18|0|.100|0|0|0|0||
12|Willie Jeffries|1979|1983|Wichita State|5|55|21|32|2|.400|0|0|0|0||
13|John Jenkins|1990|1992|Houston|3|33|18|15|0|.545|0|0|0|0||
14|Ray Jenkins|1958|1962|Montana|5|47|13|34|0|.277|0|0|0|0||
15|F.E. Jennings|1900|1900|Dartmouth|1|8|2|4|2|.375|0|0|0|0||
16|George Jennings|1897|1898|Bucknell|2|18|7|7|4|.500|0|0|0|0||
17|Morley Jennings|1926|1940|Baylor|15|149|83|60|6|.577|0|0|0|0||
18|William Jennings|1957|1961|Nebraska|5|50|15|34|1|.310|0|0|0|0||
19|Alexander Jerrems|1896|1897|Minnesota|2|18|12|6|0|.667|0|0|0|0||
20|Mike Jinks|2016|2018|Bowling Green State|3|31|7|24|0|.226|0|0|0|0||
21|Alton Johnson|1908|1908|Northwestern|1|4|2|2|0|.500|0|0|0|0||
22|Bobby Johnson|2002|2009|Vanderbilt|8|95|29|66|0|.305|1|1|0|0|1.000|
23|Curtis Johnson|2012|2012|Tulane|1|12|2|10|0|.167|0|0|0|0||
24|Curtis Johnson|2013|2015|Tulane|3|37|13|24|0|.351|1|0|1|0|.000|
25|Edward Johnson|1907|1907|Virginia|1|10|6|3|1|.650|0|0|0|0||
26|Ellis Johnson|2012|2012|Southern Mississippi|1|12|0|12|0|.000|0|0|0|0||
27|George Johnson|1915|1917|Bucknell|3|32|8|20|4|.313|0|0|0|0||
28|Jimmy Johnson|1979|1988|Miami (FL)|10|118|81|34|3|.699|7|3|4|0|.429|
29|Mike Johnson|2011|2011|UCLA|1|2|0|2|0|.000|1|0|1|0|.000|
30|Paul Johnson|2002|2018|Georgia Tech|17|217|128|89|0|.590|13|5|8|0|.385|record adjusted to 127-89-0 by NCAA
31|Walter Johnson|1915|1936|Presbyterian|13|109|52|51|6|.505|0|0|0|0||
32|Julius Johnston|1940|1942|New Mexico State|3|27|6|21|0|.222|0|0|0|0||
33|William Johnston|1912|1912|Colorado Mines|1|10|9|1|0|.900|0|0|0|0||
34|Biff Jones|1926|1941|Nebraska|14|135|87|33|15|.700|1|0|1|0|.000|
35|Butch Jones|2007|2017|Tennessee|11|138|84|54|0|.609|6|4|2|0|.667|
36|Frank Jones|1966|1973|Richmond|8|82|44|38|0|.537|2|1|1|0|.500|
37|Gomer Jones|1964|1965|Oklahoma|2|21|9|11|1|.452|1|0|1|0|.000|
38|Howard Jones|1908|1940|Southern California|28|269|188|63|18|.732|5|5|0|0|1.000|
39|Joey Jones|2012|2017|South Alabama|6|75|29|46|0|.387|2|0|2|0|.000|
40|June Jones|1999|2014|Southern Methodist|16|196|112|84|0|.571|10|7|3|0|.700|
41|Larry Jones|1971|1973|Florida State|3|34|15|19|0|.441|1|0|1|0|.000|
42|Pat Jones|1984|1994|Oklahoma State|11|125|62|60|3|.508|4|3|1|0|.750|
43|Russell Jones|1891|1891|Trinity (CT)|1|10|6|4|0|.600|0|0|0|0||
44|Tad Jones|1909|1927|Yale|11|96|66|24|6|.719|0|0|0|0||
45|Lloyd Jordan|1950|1956|Harvard|7|58|24|31|3|.440|0|0|0|0||
46|Ralph Jordan|1951|1975|Auburn|25|265|175|83|7|.674|12|5|7|0|.417|record adjusted to 176-83-6 by NCAA
47|Ernie Jorge|1951|1952|Pacific|2|22|13|8|1|.614|2|1|1|0|.500|
48|William Juneau|1904|1922|Kentucky|11|89|56|28|5|.657|0|0|0|0||
1|Joe Kapp|1982|1986|California|5|55|20|34|1|.373|0|0|0|0||
2|Bob Kappes|1978|1978|Ohio|1|11|3|8|0|.273|0|0|0|0||
3|George Karras|1965|1966|Wichita State|2|19|4|15|0|.211|0|0|0|0||
4|Al Kawal|1947|1952|Temple|6|57|25|29|3|.465|1|1|0|0|1.000|
5|Tom Keady|1912|1920|Lehigh|9|80|55|22|3|.706|0|0|0|0||
6|Bobby Keasler|1999|2002|Louisiana-Monroe|4|36|8|28|0|.222|0|0|0|0||
7|Willis Keinholtz|1905|1905|Colorado|1|9|8|1|0|.889|0|0|0|0||
8|W.S. Keinholz|1904|1906|North Carolina|2|13|4|5|4|.462|0|0|0|0||
9|Ollie Keller|1975|1975|Louisiana-Monroe|1|11|4|6|1|.409|0|0|0|0||
10|Alva Kelley|1951|1961|Colgate|11|99|40|57|2|.414|0|0|0|0||
11|Thomas Kelley|1915|1921|Idaho|4|33|21|10|2|.667|0|0|0|0||
12|John Kellison|1932|1934|William & Mary|3|31|16|15|0|.516|0|0|0|0||
13|Brian Kelly|2004|2019|Notre Dame|16|204|145|59|0|.711|12|7|5|0|.583|record adjusted to 124-59-0 by NCAA
14|Chip Kelly|2009|2019|UCLA|6|77|53|24|0|.688|4|2|2|0|.500|
15|Choc Kelly|1915|1921|Southern Methodist|2|19|4|12|3|.289|0|0|0|0||
16|Thomas Kelly|1922|1922|Missouri|1|8|5|3|0|.625|0|0|0|0||
17|Doc Kennedy|1904|1910|Kansas|7|65|52|9|4|.831|0|0|0|0||
18|Maury Kent|1921|1921|Iowa State|1|8|4|4|0|.500|0|0|0|0||
19|Robert Kent|1902|1902|Auburn|1|5|2|2|1|.500|0|0|0|0||
20|Joe Kerbel|1960|1970|West Texas A&M|11|111|68|42|1|.617|2|2|0|0|1.000|
21|Bill Kern|1940|1947|West Virginia|5|48|24|23|1|.510|0|0|0|0||
22|William Kern|1937|1939|Carnegie Mellon|3|25|12|12|1|.500|1|0|1|0|.000|
23|Andrew Kerr|1922|1946|Colgate|23|195|120|63|12|.646|0|0|0|0||
24|William Kerr|1956|1959|Dayton|4|40|15|24|1|.388|0|0|0|0||
25|Ellison Ketchum|1942|1942|Denver|1|10|6|3|1|.650|0|0|0|0||
26|Geoffrey Keyes|1917|1917|Army|1|8|7|1|0|.875|0|0|0|0||
27|Ed Kezirian|2002|2002|UCLA|1|1|1|0|0|1.000|1|1|0|0|1.000|
28|Walter Kichefski|1970|1970|Miami (FL)|1|9|2|7|0|.222|0|0|0|0||
29|William Kienholz|1907|1907|Auburn|1|9|6|2|1|.722|0|0|0|0||
30|Eric Kiesau|2016|2016|Fresno State|1|4|0|4|0|.000|0|0|0|0||
31|Lane Kiffin|2009|2019|Florida Atlantic|8|96|62|34|0|.646|4|2|2|0|.500|
32|Monte Kiffin|1980|1982|North Carolina State|3|33|16|17|0|.485|0|0|0|0||
33|Jerry Kill|2008|2015|Minnesota|8|97|52|45|0|.536|5|0|5|0|.000|
34|Edwin Kimball|1937|1948|Brigham Young|8|74|34|32|8|.514|0|0|0|0||
35|Frank Kimbrough|1939|1957|West Texas A&M|18|174|87|80|7|.520|2|2|0|0|1.000|
36|Billy Kinard|1971|1973|Mississippi|3|25|16|9|0|.640|1|1|0|0|1.000|
37|Al Kincaid|1981|1991|Arkansas State|7|80|33|46|1|.419|0|0|0|0||
38|Joe Kines|1992|2006|Alabama|2|11|3|7|1|.318|1|0|1|0|.000|
39|DeWayne King|1970|1972|San Jose State|3|31|10|20|1|.339|1|0|1|0|.000|
40|Edward King|1903|1903|Army|1|9|6|2|1|.722|0|0|0|0||
41|George King|1906|1906|Holy Cross|1|8|4|3|1|.563|0|0|0|0||
42|J.T. King|1961|1969|Texas Tech|9|92|44|45|3|.495|2|0|2|0|.000|
43|John King|1924|1924|Mississippi College|1|8|2|5|1|.313|0|0|0|0||
44|Phil King|1896|1905|Georgetown|9|87|72|14|1|.833|0|0|0|0||
45|Robert King|1958|1972|Furman|15|152|60|88|4|.408|0|0|0|0||
46|S. King|1904|1904|Maine|1|8|4|4|0|.500|0|0|0|0||
47|Kliff Kingsbury|2013|2018|Texas Tech|6|75|35|40|0|.467|3|1|2|0|.333|
48|Ralph Kinney|1905|1905|Carlisle|1|14|10|4|0|.714|0|0|0|0||
49|Harry Kipke|1928|1937|Michigan|10|84|49|30|5|.613|0|0|0|0||
50|Alton Kircher|1952|1955|Washington State|4|40|13|25|2|.350|0|0|0|0||
51|W.H. Kirkpatrick|1928|1929|Sewanee|2|18|4|12|2|.278|0|0|0|0||
52|A.D. Kirwan|1938|1944|Kentucky|6|56|24|28|4|.464|0|0|0|0||
53|Tim Kish|2011|2011|Arizona|1|6|3|3|0|.500|0|0|0|0||
54|Jimmy Kitts|1934|1947|Virginia Tech|9|95|46|42|7|.521|2|1|1|0|.500|
55|Noble Kizer|1930|1936|Purdue|7|58|42|13|3|.750|0|0|0|0||
56|Chris Klieman|2019|2019|Kansas State|1|13|8|5|0|.615|1|0|1|0|.000|
57|William Kline|1918|1922|Florida|4|34|20|11|3|.632|0|0|0|0||
58|Tony Knap|1963|1981|Nevada-Las Vegas|8|86|54|29|3|.645|0|0|0|0||
59|Alden Knipe|1899|1902|Iowa|4|35|26|7|2|.771|0|0|0|0||
60|Mike Knoll|1986|1989|New Mexico State|4|44|4|40|0|.091|0|0|0|0||
61|Brian Knorr|2001|2004|Ohio|4|46|11|35|0|.239|0|0|0|0||
62|Greg Knox|2017|2017|Mississippi State|1|1|1|0|0|1.000|1|1|0|0|1.000|
63|William Knox|1907|1907|Yale|1|10|9|0|1|.950|0|0|0|0||
64|Herman Koehler|1897|1900|Army|4|34|20|11|3|.632|0|0|0|0||
65|John Koehler|1905|1910|Denver|6|48|29|18|1|.615|0|0|0|0||
66|Vic Koenning|2000|2011|Illinois|4|35|6|29|0|.171|1|1|0|0|1.000|
67|Dirk Koetter|1998|2006|Arizona State|9|110|66|44|0|.600|6|4|2|0|.667|
68|George Koonsman|1919|1919|Denver|1|7|1|5|1|.214|0|0|0|0||
69|Herb Kopf|1938|1942|Manhattan|5|43|18|24|1|.430|0|0|0|0||
70|Harold Kopp|1956|1958|Brigham Young|3|30|13|14|3|.483|0|0|0|0||
71|Kass Kovalcheck|1947|1948|Duquesne|2|19|4|15|0|.211|0|0|0|0||
72|Dave Kragthorpe|1985|1990|Oregon State|6|67|17|48|2|.269|0|0|0|0||
73|Steve Kragthorpe|2003|2009|Louisville|7|87|44|43|0|.506|3|1|2|0|.333|
74|Roy Kramer|1975|1977|Central Michigan|3|33|25|7|1|.773|0|0|0|0||
75|Erle Kristler|1912|1913|Colorado Mines|2|16|14|2|0|.875|0|0|0|0||
76|Joe Krivak|1987|1991|Maryland|5|56|20|34|2|.375|1|0|0|1|.500|
77|Eddie Kriwiel|1968|1968|Wichita State|1|10|0|10|0|.000|0|0|0|0||
78|Leon Kromer|1901|1901|Army|1|8|5|1|2|.750|0|0|0|0||
79|Mike Kruczek|1998|2003|Central Florida|6|66|36|30|0|.545|0|0|0|0||
80|Gil Krueger|1978|1982|New Mexico State|5|55|17|37|1|.318|0|0|0|0||
81|Phil Krueger|1973|1975|Utah State|3|33|21|12|0|.636|0|0|0|0||
82|A.C. Kruse|1924|1924|Western State|1|6|2|4|0|.333|0|0|0|0||
83|Sean Kugler|2013|2017|Texas-El Paso|5|54|18|36|0|.333|1|0|1|0|.000|
84|Joe Kuharich|1948|1962|Notre Dame|8|79|42|37|0|.532|0|0|0|0||
85|Frank Kush|1958|1979|Arizona State|22|231|176|54|1|.764|7|6|1|0|.857|
86|Frank Kyle|1908|1908|Mississippi|1|8|3|5|0|.375|0|0|0|0||
1|Bert LaBrucherie|1945|1948|UCLA|4|39|23|16|0|.590|1|0|1|0|.000|
2|Larry Lacewell|1979|1981|Arkansas State|3|33|12|21|0|.364|0|0|0|0||
3|Emil Ladyko|1949|1949|Northern Arizona|1|8|1|6|1|.188|0|0|0|0||
4|Hal Lahar|1952|1967|Houston|16|150|77|63|10|.547|0|0|0|0||
5|Everett Lake|1893|1897|Trinity (CT)|2|22|16|5|1|.750|0|0|0|0||
6|Brad Lambert|2015|2018|Charlotte|4|48|12|36|0|.250|0|0|0|0||
7|Jim Lambright|1993|1998|Washington|6|70|44|25|1|.636|4|1|3|0|.250|
8|Maxie Lambright|1975|1978|Louisiana Tech|4|44|29|13|2|.682|2|1|1|0|.500|
9|Otis Lamson|1907|1907|North Carolina|1|9|4|4|1|.500|0|0|0|0||
10|Orian Landreth|1938|1938|Arizona|1|9|3|6|0|.333|0|0|0|0||
11|J.R. Langley|1908|1909|Texas Christian|2|17|11|5|1|.676|0|0|0|0||
12|Rick Lantz|2001|2001|Navy|1|3|0|3|0|.000|0|0|0|0||
13|Bob LaPointe|1982|1982|Eastern Michigan|1|8|1|6|1|.188|0|0|0|0||
14|Tim Lappano|2016|2016|Georgia State|1|2|1|1|0|.500|0|0|0|0||
15|L.L. Larson|1907|1907|Texas A&M|1|8|6|1|1|.813|0|0|0|0||
16|Swede Larson|1939|1941|Navy|3|27|16|8|3|.648|0|0|0|0||
17|Jim LaRue|1959|1966|Arizona|8|80|41|37|2|.525|0|0|0|0||
18|James Lathrop|1900|1900|Bowdoin|1|9|7|2|0|.778|0|0|0|0||
19|Frank Lauterbur|1963|1973|Iowa|11|115|52|60|3|.465|2|2|0|0|1.000|
20|Billy Laval|1928|1934|South Carolina|7|71|39|26|6|.592|0|0|0|0||
21|Rudy Lavik|1931|1937|Arizona State|7|57|19|33|5|.377|0|0|0|0||
22|Don Lawrence|1971|1973|Virginia|3|33|11|22|0|.333|0|0|0|0||
23|Jimmye Laycock|1980|1983|William & Mary|4|44|16|28|0|.364|0|0|0|0||
24|Elmer Layden|1934|1940|Notre Dame|7|63|47|13|3|.770|0|0|0|0||
25|Biff Lea|1900|1900|Michigan|1|10|7|2|1|.750|0|0|0|0||
26|Mike Leach|2000|2019|Washington State|18|229|139|90|0|.607|15|7|8|0|.467|
27|Frank Leahy|1939|1953|Notre Dame|13|129|107|13|9|.864|2|1|1|0|.500|
28|William Leary|1899|1899|Minnesota|1|11|6|3|2|.636|0|0|0|0||
29|Jack Leavenworth|1905|1905|Alabama|1|10|6|4|0|.600|0|0|0|0||
30|Jim Leavitt|2000|2009|South Florida|10|119|75|44|0|.630|5|3|2|0|.600|
31|Clyde Lee|1949|1954|Houston|6|60|32|26|2|.550|1|1|0|0|1.000|
32|David Lee|1989|1993|Texas-El Paso|5|53|11|41|1|.217|0|0|0|0||
33|Lance Leipold|2015|2019|Buffalo|5|63|31|32|0|.492|2|1|1|0|.500|
34|Pete Lembo|2011|2015|Ball State|5|62|33|29|0|.532|2|0|2|0|.000|
35|Jack Lengyel|1971|1974|Marshall|4|42|9|33|0|.214|0|0|0|0||
36|Jim Leonard|1949|1950|Villanova|2|18|12|6|0|.667|0|0|0|0||
37|Roy Lester|1969|1971|Maryland|3|32|7|25|0|.219|0|0|0|0||
38|Tim Lester|2017|2019|Western Michigan|3|38|20|18|0|.526|2|0|2|0|.000|
39|L.S. LeTellier|1911|1912|Citadel|2|15|7|6|2|.533|0|0|0|0||
40|George Levene|1907|1922|Wake Forest|4|38|18|15|5|.539|0|0|0|0||
41|Tony Levine|2011|2014|Houston|4|38|21|17|0|.553|2|2|1|0|.667|
42|Marv Levy|1958|1968|William & Mary|11|110|45|60|5|.432|0|0|0|0||
43|Adolph Lewandowski|1943|1944|Nebraska|2|16|4|12|0|.250|0|0|0|0||
44|Art Lewis|1946|1959|West Virginia|13|126|69|55|2|.556|1|0|1|0|.000|
45|Bill Lewis|1977|1994|Georgia Tech|9|99|45|52|2|.465|1|1|0|0|1.000|
46|Kemp Lewis|1910|1910|Texas Christian|1|9|2|6|1|.278|0|0|0|0||
47|Lawrence Lewis|1932|1935|San Francisco|4|31|11|18|2|.387|0|0|0|0||
48|Sean Lewis|2018|2019|Kent State|2|25|9|16|0|.360|1|1|0|0|1.000|
49|Tom Lichtenberg|1990|1994|Ohio|5|55|8|45|2|.164|0|0|0|0||
50|Tom Lieb|1933|1945|Florida|11|107|54|50|3|.519|0|0|0|0||
51|Harry Lightsey|1927|1927|South Carolina|1|9|4|5|0|.444|0|0|0|0||
52|Justa Lindgren|1906|1906|Illinois|1|5|1|3|1|.300|0|0|0|0||
53|Adrian Lindsey|1927|1938|Kansas|11|99|38|47|14|.455|0|0|0|0||
54|Chip Lindsey|2019|2019|Troy|1|12|5|7|0|.417|0|0|0|0||
55|Lucius Littauer|1881|1881|Harvard|1|8|6|1|1|.813|0|0|0|0||
56|Crowell Little|1950|1951|Davidson|2|18|4|14|0|.222|0|0|0|0||
57|George Little|1924|1926|Wisconsin|3|24|17|5|2|.750|0|0|0|0||
58|Lou Little|1927|1956|Columbia|30|264|131|121|12|.519|1|1|0|0|1.000|
59|Clyde Littlefield|1927|1933|Texas|7|68|44|18|6|.691|0|0|0|0||
60|Seth Littrell|2016|2019|North Texas|4|52|27|25|0|.519|3|0|3|0|.000|
61|Percy Locey|1932|1935|Denver|4|37|20|14|3|.581|0|0|0|0||
62|Locke|1899|1899|Tufts|1|11|7|4|0|.636|0|0|0|0||
63|Mike Locksley|2009|2019|Maryland|5|46|6|40|0|.130|0|0|0|0||
64|Frank Loebs|1940|1941|Washington (MO)|2|18|7|11|0|.389|0|0|0|0||
65|Scot Loeffler|2019|2019|Bowling Green State|1|12|3|9|0|.250|0|0|0|0||
66|Steve Logan|1992|2002|East Carolina|11|127|69|58|0|.543|5|2|3|0|.400|
67|Mike London|2010|2015|Virginia|6|73|27|46|0|.370|1|0|1|0|.000|
68|Chuck Long|2006|2008|San Diego State|3|36|9|27|0|.250|0|0|0|0||
69|Rocky Long|1998|2019|San Diego State|20|253|146|107|0|.577|14|5|9|0|.357|
70|Frank Longman|1906|1907|Arkansas|2|16|5|8|3|.406|0|0|0|0||
71|John Longwell|1909|1911|Samford|2|16|6|8|2|.438|0|0|0|0||
72|Guy Looabaugh|1936|1936|Grinnell|1|9|2|7|0|.222|0|0|0|0||
73|Jim Lookabaugh|1939|1949|Oklahoma State|11|105|58|41|6|.581|3|2|1|0|.667|
74|Tom Lovat|1974|1976|Utah|3|33|5|28|0|.152|0|0|0|0||
75|Fred Lowenthal|1905|1905|Illinois|1|9|5|4|0|.556|0|0|0|0||
76|Guy Lowman|1910|1918|Wisconsin|5|39|19|18|2|.513|0|0|0|0||
77|Sonny Lubick|1993|2007|Colorado State|15|182|108|74|0|.593|9|3|6|0|.333|record adjusted to 109-73-0 by NCAA
78|Milo Lude|1962|1969|Colorado State|8|81|29|51|1|.364|0|0|0|0||
79|Ellwood Ludwig|1944|1945|Bucknell|2|17|9|7|1|.559|0|0|0|0||
80|C.A. Lueder|1903|1909|West Virginia|2|15|9|4|2|.667|0|0|0|0||
81|Al Luginbill|1989|1993|San Diego State|5|59|31|25|3|.551|1|0|1|0|.000|
82|Matt Luke|2017|2019|Mississippi|3|36|15|21|0|.417|0|0|0|0||
83|Barry Lunney Jr.|2019|2019|Arkansas|1|2|0|2|0|.000|0|0|0|0||
84|Chad Lunsford|2017|2019|Georgia Southern|3|32|19|13|0|.594|2|1|1|0|.500|
85|Snorter Luster|1941|1945|Oklahoma|5|48|27|18|3|.594|0|0|0|0||
86|Bill Lynch|1995|2010|Indiana|12|139|56|83|0|.403|2|0|2|0|.000|
1|E.T. MacDonnell|1917|1917|Wake Forest|1|8|1|6|1|.188|0|0|0|0||
2|George MacIntyre|1979|1985|Vanderbilt|7|78|25|52|1|.327|1|0|1|0|.000|
3|Mike MacIntyre|2010|2018|Colorado|9|111|46|65|0|.414|1|0|1|0|.000|
4|Jim MacKenzie|1966|1966|Oklahoma|1|10|6|4|0|.600|0|0|0|0||
5|Fred Mackey|1932|1933|Butler|2|15|4|10|1|.300|0|0|0|0||
6|John Mackovic|1978|2003|Arizona|16|180|95|82|3|.536|7|2|5|0|.286|
7|Dick MacPherson|1981|1990|Syracuse|10|116|66|46|4|.586|5|3|1|1|.700|
8|Joseph Maddock|1905|1924|Oregon|5|34|21|9|4|.676|0|0|0|0||
9|Slip Madigan|1930|1944|Iowa|12|107|61|37|9|.612|1|1|0|0|1.000|
10|Harry Mahnken|1943|1943|Princeton|1|7|1|6|0|.143|0|0|0|0||
11|Frank Maile|2018|2018|Utah State|1|1|1|0|0|1.000|1|1|0|0|1.000|
12|Rip Major|1919|1926|Wofford|6|54|19|34|1|.361|0|0|0|0||
13|Johnny Majors|1968|1996|Tennessee|29|332|185|137|10|.572|16|9|7|0|.563|
14|George Malley|1936|1940|San Francisco|5|46|18|20|8|.478|0|0|0|0||
15|Bill Mallory|1969|1996|Indiana|27|301|167|130|4|.561|10|4|6|0|.400|record adjusted to 168-129-4 by NCAA
16|Frank Maloney|1974|1980|Syracuse|7|78|32|46|0|.410|1|1|0|0|1.000|
17|Gus Malzahn|2012|2019|Auburn|8|105|71|34|0|.676|7|2|5|0|.286|
18|Mark Mangino|2002|2009|Kansas|8|98|50|48|0|.510|4|3|1|0|.750|
19|George Mans|1975|1975|Eastern Michigan|1|10|4|6|0|.400|0|0|0|0||
20|Ron Marciniak|1973|1976|Dayton|4|44|17|26|1|.398|0|0|0|0||
21|Bob Margarita|1949|1950|Georgetown|2|19|7|12|0|.368|1|0|1|0|.000|
22|Steve Mariucci|1996|1996|California|1|12|6|6|0|.500|1|0|1|0|.000|
23|Larry Marmie|1988|1991|Arizona State|4|44|22|21|1|.511|0|0|0|0||
24|N.A. Marriam|1908|1908|Texas A&M|1|8|3|5|0|.375|0|0|0|0||
25|Doug Marrone|2009|2012|Syracuse|4|50|25|25|0|.500|2|2|0|0|1.000|
26|Robert Marshall|1920|1921|Samford|2|18|6|11|1|.361|0|0|0|0||
27|Abe Martin|1953|1966|Texas Christian|14|145|74|64|7|.534|5|1|3|1|.300|
28|Ben Martin|1956|1977|Air Force|22|228|102|116|10|.469|3|0|2|1|.167|
29|Chuck Martin|2014|2019|Miami (OH)|6|75|30|45|0|.400|2|0|2|0|.000|
30|Dan Martin|1904|1906|Mississippi State|2|12|4|7|1|.375|0|0|0|0||
31|Doug Martin|2004|2019|New Mexico State|14|167|51|116|0|.305|1|1|0|0|1.000|
32|William Martin|1912|1912|North Carolina|1|8|3|4|1|.438|0|0|0|0||
33|A.A. Mason|1910|1912|Tulane|3|24|10|13|1|.438|0|0|0|0||
34|Derek Mason|2014|2019|Vanderbilt|6|74|27|47|0|.365|2|0|2|0|.000|
35|Frank Mason|1886|1907|Mississippi|2|20|12|8|0|.600|0|0|0|0||
36|Glen Mason|1986|2006|Minnesota|21|245|123|121|1|.504|9|5|4|0|.556|
37|John Mason|1937|1937|Colorado Mines|1|7|2|5|0|.286|0|0|0|0||
38|Tom Mason|1996|2014|Southern Methodist|2|20|2|18|0|.100|0|0|0|0||
39|Tony Mason|1973|1979|Arizona|7|79|41|37|1|.525|1|0|1|0|.000|
40|Melvin Massucco|1965|1966|Holy Cross|2|20|8|10|2|.450|0|0|0|0||
41|Bernie Masterson|1946|1947|Nebraska|2|18|5|13|0|.278|0|0|0|0||
42|Chuck Mather|1954|1957|Kansas|4|40|11|26|3|.313|0|0|0|0||
43|Robert Mathews|1922|1925|Idaho|4|32|16|14|2|.531|0|0|0|0||
44|Tom Matukewicz|2010|2010|Northern Illinois|1|1|1|0|0|1.000|1|1|0|0|1.000|
45|John Maulbetsch|1920|1928|Oklahoma State|9|81|32|41|8|.444|0|0|0|0||
46|Gene Mayfield|1971|1976|West Texas A&M|6|65|24|39|2|.385|0|0|0|0||
47|John Mayhew|1909|1910|Louisiana State|2|14|7|7|0|.500|0|0|0|0||
48|Eugene Maynor|1925|1926|Western State|2|15|3|12|0|.200|0|0|0|0||
49|Bill McAllester|1922|1924|Chattanooga|3|27|10|13|4|.444|0|0|0|0||
50|Malcolm McBride|1900|1900|Yale|1|12|12|0|0|1.000|0|0|0|0||
51|Ron McBride|1990|2002|Utah|13|151|88|63|0|.583|6|3|3|0|.500|
52|George McCaa|1912|1913|Lafayette|2|20|8|10|2|.450|0|0|0|0||
53|Don McCallister|1935|1937|South Carolina|3|34|13|20|1|.397|0|0|0|0||
54|Jake McCandless|1969|1972|Princeton|4|36|18|17|1|.514|0|0|0|0||
55|Dan McCarney|1995|2015|North Texas|17|195|78|117|0|.400|6|3|3|0|.500|record adjusted to 79-116-0 by NCAA
56|Bill McCartney|1982|1994|Colorado|13|153|93|55|5|.624|9|3|6|0|.333|
57|Leon McCarty|1919|1919|Kansas|1|8|3|2|3|.563|0|0|0|0||
58|William McCauley|1894|1895|Michigan|2|20|17|2|1|.875|0|0|0|0||
59|Howard McChesney|1960|1961|Hardin-Simmons|2|20|0|20|0|.000|0|0|0|0||
60|Dave McClain|1975|1985|Wisconsin|11|124|72|49|3|.593|3|1|2|0|.333|
61|Roscoe McClave|1904|1905|Bowdoin|2|18|9|9|0|.500|0|0|0|0||
62|Bryan McClendon|2015|2015|Georgia|1|1|1|0|0|1.000|1|1|0|0|1.000|
63|Charles McClendon|1962|1979|Louisiana State|18|203|135|61|7|.682|13|7|6|0|.538|record adjusted to 137-59-7 by NCAA
64|Andy McCollum|1999|2005|Middle Tennessee State|7|79|34|45|0|.430|0|0|0|0||
65|T.T. McConnell|1915|1916|Arkansas|2|15|8|6|1|.567|0|0|0|0||
66|James McCormick|1909|1909|Princeton|1|9|6|2|1|.722|0|0|0|0||
67|Walter McCornack|1901|1905|Northwestern|5|55|42|8|5|.809|0|0|0|0||
68|Frank McCoy|1905|1905|Maine|1|8|4|3|1|.563|0|0|0|0||
69|Herb McCracken|1927|1933|Lafayette|3|26|11|13|2|.462|0|0|0|0||
70|Rube McCray|1944|1950|William & Mary|7|70|45|22|3|.664|2|1|1|0|.500|
71|Elmer McDevitt|1920|1921|Northwestern|2|14|4|10|0|.286|0|0|0|0||
72|Harry McDevitt|1917|1917|Colgate|1|6|4|2|0|.667|0|0|0|0||
73|E.T. McDonald|1914|1915|Louisiana State|2|17|10|6|1|.618|0|0|0|0||
74|Jim McDonald|1963|1963|Tennessee|1|10|5|5|0|.500|0|0|0|0||
75|Ned McDonald|1953|1955|Virginia|3|28|5|23|0|.179|0|0|0|0||
76|Gene McDowell|1996|1997|Central Florida|2|22|10|12|0|.455|0|0|0|0||
77|Jim McElwain|2012|2019|Central Michigan|7|86|52|34|0|.605|4|2|2|0|.500|
78|Gene McEver|1936|1944|North Carolina|8|76|22|49|5|.322|0|0|0|0||
79|Henry McEver|1942|1945|Virginia Tech|2|18|9|8|1|.528|0|0|0|0||
80|John McEwan|1923|1929|Oregon|7|61|38|18|5|.664|0|0|0|0||
81|Garrick McGee|2012|2013|Alabama-Birmingham|2|24|5|19|0|.208|0|0|0|0||
82|Mike McGee|1970|1978|Duke|9|99|40|55|4|.424|0|0|0|0||
83|Henry McGlew|1905|1905|Notre Dame|1|9|5|4|0|.556|0|0|0|0||
84|Dan McGugin|1904|1934|Vanderbilt|30|271|197|55|19|.762|0|0|0|0||
85|Mont McIntire|1916|1920|West Virginia|4|39|24|11|4|.667|0|0|0|0||
86|John McIntosh|1904|1905|Colorado State|2|12|3|8|1|.292|0|0|0|0||
87|Mark McIntosh|1933|1936|Northern Arizona|4|30|12|13|5|.483|0|0|0|0||
88|McIntyre|1913|1913|West Virginia Wesleyan|1|8|5|3|0|.625|0|0|0|0||
89|John McKay|1960|1975|Southern California|16|175|127|40|8|.749|9|6|3|0|.667|
90|Ross McKechnie|1933|1934|Mississippi State|2|20|7|12|1|.375|0|0|0|0||
91|John McKee|1902|1902|Georgia Tech|1|8|0|6|2|.125|0|0|0|0||
92|Allyn McKeen|1939|1948|Mississippi State|9|87|65|19|3|.764|1|1|0|0|1.000|
93|Ed McKeever|1944|1947|San Francisco|3|29|20|8|1|.707|0|0|0|0||
94|John McKenna|1953|1965|Virginia Military Institute|13|130|62|60|8|.508|0|0|0|0||
95|John McKnight|1922|1922|Texas Christian|1|10|2|5|3|.350|0|0|0|0||
96|George McLaren|1920|1929|Wyoming|5|42|15|24|3|.393|0|0|0|0||
97|DeOrmond McLaughry|1926|1954|Dartmouth|24|218|109|102|7|.516|0|0|0|0||
